xx,yy
1.99999647904564,0.100654291710245
1.99970820113144,0.10064487160731
1.99941992365603,0.100635449951333
1.99913164661927,0.100626026743089
1.99884337002128,0.100616601983407
1.99855509386201,0.100607175673079
1.99826681814152,0.100597747812919
1.99797854285975,0.100588318403732
1.99769026801669,0.100578887446314
1.9974019936124,0.10056945494147
1.99711371964678,0.100560020890012
1.99682544611993,0.100550585292745
1.99653717303186,0.100541148150463
1.99624890038244,0.100531709463978
1.99596062817181,0.100522269234081
1.99567235639983,0.100512827461594
1.99538408506662,0.100503384147298
1.99509581417214,0.100493939292009
1.99480754371637,0.100484492896534
1.99451927369937,0.100475044961661
1.99423100412098,0.100465595488193
1.99394273498142,0.10045614447695
1.99365446628052,0.100446691928707
1.9933661980184,0.100437237844282
1.99307793019493,0.100427782224464
1.99278966281019,0.100418325070073
1.99250139586416,0.100408866381885
1.9922131293569,0.100399406160718
1.99192486328831,0.100389944407359
1.99163659765843,0.100380481122616
1.99134833246727,0.100371016307292
1.99106006771483,0.100361549962173
1.99077180340111,0.100352082088062
1.99048353952604,0.10034261268576
1.99019527608975,0.100333141756074
1.98990701309207,0.10032366929978
1.98961875053322,0.100314195317693
1.98933048841302,0.100304719810612
1.98904222673149,0.100295242779316
1.98875396548873,0.100285764224628
1.98846570468458,0.100276284147313
1.9881774443192,0.100266802548199
1.98788918439253,0.100257319428059
1.98760092490453,0.100247834787704
1.98731266585525,0.100238348627922
1.98702440724457,0.100228860949506
1.98673614907266,0.100219371753261
1.98644789133947,0.100209881039973
1.98615963404494,0.100200388810437
1.98587137718913,0.100190895065452
1.98558312077198,0.100181399805808
1.98529486479355,0.100171903032302
1.98500660925378,0.100162404745722
1.98471835415272,0.100152904946877
1.98443009949039,0.100143403636539
1.98414184526665,0.100133900815513
1.98385359148164,0.100124396484592
1.98356533813534,0.100114890644559
1.9832770852277,0.100105383296219
1.98298883275873,0.100095874440353
1.98270058072847,0.100086364077759
1.98241232913681,0.100076852209229
1.98212407798393,0.100067338835547
1.98183582726971,0.100057823957515
1.98154757699415,0.100048307575905
1.98125932715731,0.10003878969153
1.98097107775901,0.100029270305159
1.98068282879949,0.100019749417596
1.98039458027863,0.100010227029624
1.98010633219649,0.100000703142037
1.97981808455301,0.0999911777556262
1.97952983734807,0.0999816508711668
1.97924159058191,0.0999721224894538
1.97895334425441,0.0999625926112825
1.97866509836563,0.0999530612374386
1.97837685291545,0.0999435283687002
1.97808860790388,0.0999339940058637
1.97780036333107,0.0999244581497132
1.97751211919688,0.0999149208010357
1.9772238755014,0.099905381960622
1.97693563224452,0.0998958416292505
1.97664738942631,0.0998862998077169
1.97635914704675,0.0998767564967908
1.97607090510592,0.0998672116972807
1.97578266360369,0.0998576654099539
1.97549442254017,0.0998481176356019
1.9752061819152,0.0998385683750007
1.97491794172895,0.0998290176289524
1.97462970198136,0.0998194653982239
1.97434146267243,0.0998099116836124
1.97405322380216,0.0998003564858945
1.9737649853705,0.0997907998058587
1.97347674737749,0.0997812416442769
1.97318850982315,0.099771682001945
1.97290027270747,0.0997621208796393
1.97261203603045,0.0997525582781424
1.97232379979197,0.0997429941982356
1.97203556399221,0.099733428640706
1.97174732863111,0.0997238616063306
1.97145909370868,0.0997142930958902
1.97117085922485,0.0997047231101618
1.97088262517962,0.0996951516499374
1.97059439157305,0.099685578715988
1.97030615840514,0.0996760043090967
1.97001792567589,0.0996664284300523
1.96972969338525,0.0996568510796115
1.96944146153321,0.0996472722585812
1.96915323011983,0.0996376919677205
1.96886499914512,0.0996281102078187
1.968576768609,0.0996185269796418
1.96828853851155,0.0996089422839924
1.9680003088527,0.0995993561216219
1.96771207963245,0.0995897684933232
1.96742385085087,0.0995801793998698
1.96713562250794,0.0995705888420362
1.96684739460362,0.0995609968206067
1.96655916713785,0.0995514033363493
1.96627094011079,0.0995418083900459
1.96598271352234,0.0995322119824763
1.96569448737255,0.0995226141144108
1.9654062616613,0.099513014786616
1.96511803638872,0.0995034139998796
1.96482981155474,0.0994938117549776
1.96454158715936,0.0994842080526833
1.96425336320265,0.0994746028937643
1.96396513968454,0.099464996278999
1.96367691660503,0.0994553882091622
1.96338869396412,0.0994457786850281
1.96310047176188,0.099436167707363
1.96281224999818,0.0994265552769544
1.96252402867315,0.0994169413945585
1.96223580778666,0.0994073260609577
1.96194758733883,0.0993977092769289
1.96165936732961,0.0993880910432273
1.96137114775904,0.0993784713606408
1.96108292862703,0.0993688502299382
1.96079470993356,0.0993592276518808
1.9605064916788,0.0993496036272482
1.9602182738626,0.0993399781568031
1.959930056485,0.0993303512413252
1.95964183954606,0.0993207228815818
1.95935362304561,0.0993110930783399
1.95906540698382,0.0993014618323707
1.95877719136063,0.0992918291444484
1.95848897617605,0.0992821950153322
1.95820076143007,0.0992725594457944
1.95791254712264,0.099262922436602
1.95762433325381,0.0992532839885261
1.95733611982358,0.0992436441023365
1.95704790683196,0.0992340027787964
1.95675969427895,0.0992243600186699
1.95647148216454,0.0992147158227368
