xx,yy
1.99984830797087,0.0795260964311308
1.9995783239254,0.0795271871181056
1.99930834027754,0.0795282792431399
1.99903835702731,0.0795293728064828
1.99876837417475,0.0795304678083728
1.99849839171981,0.0795315642490608
1.99822840966255,0.0795326621287794
1.99795842800297,0.0795337614477818
1.99768844674094,0.079534862206307
1.9974184658766,0.0795359644046012
1.99714848540987,0.0795370680429051
1.99687850534082,0.0795381731214729
1.99660852566939,0.0795392796405386
1.99633854639553,0.0795403876003557
1.99606856751939,0.0795414970011662
1.99579858904088,0.079542607843212
1.99552861095999,0.0795437201267414
1.99525863327677,0.0795448338520019
1.99498865599106,0.0795459490192408
1.99471867910308,0.0795470656286981
1.99444870261272,0.079548183680625
1.99417872652004,0.079549303175261
1.99390875082492,0.0795504241128618
1.99363877552742,0.0795515464936702
1.99336880062754,0.0795526703179353
1.99309882612534,0.0795537955859019
1.99282885202076,0.0795549222978149
1.99255887831379,0.0795560504539276
1.99228890500439,0.0795571800544859
1.99201893209267,0.0795583110997335
1.99174895957856,0.0795594435899257
1.99147898746208,0.0795605775253029
1.99120901574321,0.0795617129061229
1.99093904442197,0.0795628497326235
1.99066907349834,0.0795639880050645
1.99039910297234,0.0795651277236858
1.99012913284395,0.0795662688887398
1.98985916311319,0.0795674115004824
1.98958919377998,0.0795685555591514
1.9893192248444,0.0795697010650071
1.98904925630649,0.0795708480182915
1.98877928816615,0.0795719964192571
1.98850932042348,0.0795731462681605
1.98823935307838,0.0795742975652424
1.98796938613083,0.0795754503107613
1.98769941958097,0.0795766045049618
1.98742945342867,0.0795777601480969
1.98715948767404,0.0795789172404252
1.98688952231698,0.079580075782186
1.98661955735748,0.0795812357736405
1.9863495927956,0.079582397215033
1.98607962863139,0.0795835601066242
1.98580966486469,0.07958472444866
1.98553970149567,0.0795858902413914
1.98526973852421,0.0795870574850766
1.98499977595038,0.0795882261799625
1.9847298137741,0.0795893963263067
1.98445985199544,0.0795905679243623
1.98418989061441,0.0795917409743814
1.98391992963093,0.0795929154766151
1.98364996904508,0.0795940914313194
1.98338000885679,0.0795952688387479
1.98311004906612,0.0795964476991537
1.98284008967307,0.0795976280127919
1.98257013067752,0.0795988097799206
1.98230017207965,0.0795999930007863
1.98203021387935,0.0796011776756482
1.98176025607666,0.0796023638047653
1.98149029867154,0.0796035513883832
1.98122034166392,0.0796047404267675
1.98095038505398,0.0796059309201684
1.9806804288416,0.0796071228688383
1.98041047302684,0.0796083162730396
1.98014051760965,0.0796095111330278
1.97987056258996,0.079610707449059
1.97960060796794,0.0796119052213848
1.97933065374349,0.0796131044502627
1.97906069991666,0.0796143051359537
1.97879074648734,0.0796155072787169
1.97852079345558,0.0796167108788046
1.97825084082144,0.079617915936474
1.97798088858491,0.0796191224519799
1.97771093674596,0.0796203304255901
1.9774409853045,0.0796215398575583
1.97717103426067,0.0796227507481373
1.9769010836144,0.0796239630975892
1.97663113336569,0.0796251769061754
1.9763611835146,0.0796263921741487
1.97609123406108,0.0796276089017742
1.97582128500506,0.079628827089307
1.97555133634666,0.0796300467370085
1.97528138808582,0.0796312678451409
1.97501144022255,0.0796324904139551
1.97474149275684,0.0796337144437204
1.97447154568869,0.0796349399346874
1.97420159901811,0.0796361668871255
1.97393165274508,0.0796373953012949
1.97366170686963,0.079638625177448
1.97339176139179,0.0796398565158509
1.97312181631145,0.0796410893167673
1.97285187162863,0.0796423235804541
1.97258192734347,0.0796435593071696
1.97231198345583,0.0796447964971874
1.97204203996575,0.0796460351507569
1.97177209687317,0.0796472752681475
